tree_id_num,lon_tr,lat_tr
tree_29674,31.03544001,-27.40926492
tree_242234,31.08060347,-27.39952902
tree_185689,31.02254904,-27.48318564
tree_176269,31.03489913,-27.40854374
tree_1957,31.03661191,-27.4048477
tree_246040,31.08628271,-27.43513717
tree_181030,31.08150494,-27.47110591
tree_161825,31.08826593,-27.44009527
tree_1005390,36.03809578,-10.95897025
tree_100540,30.55333583,-27.5558443
tree_100543,30.59146785,-30.45056163
tree_65589,30.59876973,-30.47057431
tree_121226,30.60426867,-30.44280897
tree_1005465,35.47251562,-2.333413931
tree_531227,35.4730565,-2.332963194
tree_701502,35.47332694,-2.33215187
tree_1497372,35.49027451,-2.392009623
tree_1905970,35.46296007,-2.317097284
tree_254972,26.42038325,-32.73606407
tree_1005489,39.69110898,-10.23562897
tree_1589359,39.69282177,-10.23707132
tree_1608114,39.68281549,-10.23526838
tree_100554,27.88409409,-27.75047214
tree_230637,27.99407298,-27.74984111
tree_52385,27.92330788,-27.93112717
tree_188214,27.7741152,-28.03092014
tree_279213,27.57164587,-27.80546194
tree_205532,27.98100172,-27.52600557
tree_76531,27.56524546,-27.59929525
tree_112596,28.06330559,-27.75912627
tree_140489,27.91627644,-27.43369481
tree_262360,27.5682203,-27.54881281
tree_241275,27.78502294,-27.4147639
tree_139966,27.78394118,-27.4147639
tree_43730,27.78376089,-27.41557522
tree_117363,27.62933971,-27.97556975
tree_1615713,38.73095688,-6.738728209
tree_592223,38.73005541,-6.738007032
tree_375738,38.72671998,-6.766493553
tree_100558,25.89527912,-33.66403953
tree_100566,26.51702044,-25.53023629
tree_100574,24.53208178,-34.16120144
tree_1005757,32.17188572,-5.686079138
tree_100577,31.20058863,-24.91786624
tree_1005796,39.39488705,-6.94354269
tree_98286,29.3688091,-25.71693118
tree_100580,28.18121739,-26.08896875
tree_62728,28.16769539,-26.08148654
tree_131304,28.19203498,-26.11862719
tree_1005833,38.55057341,-6.995467488
tree_1974409,38.54561534,-6.984199086
tree_456288,38.5561625,-7.004842799
tree_1379024,38.54426314,-6.98050305
tree_1005857,32.19748738,-7.035943589
